fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
8.832303342975196,1.4255186770096129,0.1025679625835898,12.334156891485978,0.3104153902052135,20.394333046266105,80.40756207989762,0.9985365948529484,3.745298864341136,1.7221246230093614,12.355330226414754
15.343071662432052,0.4001262940893646,0.3927307432714162,2.6884687847034425,0.209388717850624,15.87586492618978,112.2661100318638,0.9918164918822774,3.9533759892275424,0.4760126048143829,10.95762357882607
12.871531542468878,0.5921224806886602,0.5533711897497718,10.169637223636178,0.2759212653214457,33.32834123641075,146.86510750075166,0.993681763519275,3.265328838653656,1.383360846728082,14.671350315569612
11.364840871426512,0.4509183472514025,0.50313247255154,2.708151989904935,0.5253131277917634,65.49906589893081,103.10169114601366,1.0014460443601916,3.949574282336889,1.1718051612229476,12.11593511964526
6.363010636999532,0.6382946065146284,0.1938630679368926,1.929820308857166,0.4218412360379034,8.418102489531023,74.45933364346746,0.9945249863117424,3.786222971602493,1.2095712294070065,14.495619597982136
6.362738079799089,0.2213588104092963,0.8588167711681547,14.177670753813796,0.5405822736172015,52.139022600265086,118.77607415152644,0.9967173793283928,3.3509349318949244,1.8776104516639816,8.449344205130442
5.256344817500653,0.8778272947260747,0.6769407829968374,3.675879988253103,0.1339031538908,49.79709331333207,11.425933742221202,1.0028883313646864,3.5960132474901885,0.3827970688229743,12.122358790742286
14.387790447256767,0.2187143428446337,0.8379083748518036,12.890252256571683,0.5351433095870214,7.798548105098394,224.61689044525684,0.9931637705899592,3.292429907546488,1.6215650151300498,13.061714783214263
11.39259963269826,1.2885205014206478,0.8587642793494722,8.851610718164183,0.0477976022328522,66.5026407483118,54.37740487962678,0.995376706356416,3.449578728429941,0.4169275052734029,13.243021112554418
12.601220129095314,0.4612196395892322,0.7483558536657398,2.036705186288036,0.5442709689818543,41.36152635313419,18.42500565747034,0.9983299549029032,2.8137188480135,0.3937165219120799,14.28234973158093
4.832604785542567,0.9084173953225856,0.4392106012497173,14.849543594995785,0.209115193896976,26.824512000633582,190.99673009213743,1.000357716219844,3.624254613631677,1.0477955558961078,8.428610458524611
15.559981329430537,1.404915467839729,0.6105467550154245,4.505633038081631,0.2004379924150258,54.71423942816677,225.02392445709924,1.002350519127027,2.807087298494854,0.4353355411527544,8.402146035186597
14.006601841044766,1.0702809588089035,0.1603654061197431,13.450822042148054,0.3187410574424997,19.27294754651602,236.31364424077464,1.0025387420907512,3.7776978825879546,1.6478703986591632,11.4697124951689
6.999431950664521,0.8981183683649495,0.6736454174749077,3.364626084454637,0.5754734224462158,50.23919843028875,145.66309869294977,1.000647837812955,3.787682600414908,1.214370366392723,8.59040908253491
